path_a,path_b,label
raw_datasets_terracepacels/siamese_terrace_33/IMG20260423181336.jpg,raw_datasets_terracepacels/siamese_terrace_33/IMG20260423181345.jpg,1
raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102013.jpg,raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102024.jpg,1
raw_datasets_terracepacels/siamese_terrace_79/IMG20260424111327.jpg,raw_datasets_terracepacels/siamese_terrace_79/IMG20260424111332.jpg,1
raw_datasets_terracepacels/siamese_terrace_9/IMG20260423173738.jpg,raw_datasets_terracepacels/siamese_terrace_8/IMG20260423173641.jpg,0
raw_datasets_terracepacels/siamese_terrace_10/IMG20260423173810.jpg,raw_datasets_terracepacels/siamese_terrace_10/IMG20260423173834.jpg,1
raw_datasets_terracepacels/siamese_terrace_91/IMG20260424113100.jpg,raw_datasets_terracepacels/siamese_terrace_59/IMG20260424104318.jpg,0
raw_datasets_terracepacels/siamese_terrace_94/IMG20260424113307.jpg,raw_datasets_terracepacels/siamese_terrace_65/IMG20260424105655.jpg,0
raw_datasets_terracepacels/siamese_terrace_5/IMG20260423172945.jpg,raw_datasets_terracepacels/siamese_terrace_5/IMG20260423172951.jpg,1
raw_datasets_terracepacels/siamese_terrace_11/IMG20260423174033.jpg,raw_datasets_terracepacels/siamese_terrace_4/IMG20260423172843.jpg,0
raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180020.jpg,raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180027.jpg,1
raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181612.jpg,raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181617.jpg,1
raw_datasets_terracepacels/siamese_terrace_17/IMG20260423175308.jpg,raw_datasets_terracepacels/siamese_terrace_14/IMG20260423174924.jpg,0
raw_datasets_terracepacels/siamese_terrace_57/IMG20260424103908.jpg,raw_datasets_terracepacels/siamese_terrace_57/IMG20260424103938.jpg,1
raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110126.jpg,raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110152.jpg,1
raw_datasets_terracepacels/siamese_terrace_85/IMG20260424112556.jpg,raw_datasets_terracepacels/siamese_terrace_85/IMG20260424112604.jpg,1
raw_datasets_terracepacels/siamese_terrace_21/IMG20260423175625.jpg,raw_datasets_terracepacels/siamese_terrace_21/IMG20260423175632.jpg,1
raw_datasets_terracepacels/siamese_terrace_95/IMG20260424113327.jpg,raw_datasets_terracepacels/siamese_terrace_95/IMG20260424113345.jpg,1
raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112417.jpg,raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181622.jpg,0
raw_datasets_terracepacels/siamese_terrace_72/IMG20260424110650.jpg,raw_datasets_terracepacels/siamese_terrace_72/IMG20260424110657.jpg,1
raw_datasets_terracepacels/siamese_terrace_40/IMG20260424101236.jpg,raw_datasets_terracepacels/siamese_terrace_84/IMG20260424112511.jpg,0
raw_datasets_terracepacels/siamese_terrace_29/IMG20260423180917.jpg,raw_datasets_terracepacels/siamese_terrace_47/IMG20260424102216.jpg,0
raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111214.jpg,raw_datasets_terracepacels/siamese_terrace_37/IMG20260424101003.jpg,0
raw_datasets_terracepacels/siamese_terrace_89/IMG20260424112927.jpg,raw_datasets_terracepacels/siamese_terrace_58/IMG20260424104148.jpg,0
raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102436.jpg,raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102450.jpg,1
raw_datasets_terracepacels/siamese_terrace_4/IMG20260423172859.jpg,raw_datasets_terracepacels/siamese_terrace_4/IMG20260423172911.jpg,1
raw_datasets_terracepacels/siamese_terrace_42/IMG20260424101537.jpg,raw_datasets_terracepacels/siamese_terrace_42/IMG20260424101611.jpg,1
raw_datasets_terracepacels/siamese_terrace_39/IMG20260424101132.jpg,raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111214.jpg,0
raw_datasets_terracepacels/siamese_terrace_56/IMG20260424103741.jpg,raw_datasets_terracepacels/siamese_terrace_24/IMG20260423175834.jpg,0
raw_datasets_terracepacels/siamese_terrace_59/IMG20260424104255.jpg,raw_datasets_terracepacels/siamese_terrace_15/IMG20260423175026.jpg,0
raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181617.jpg,raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111227.jpg,0
raw_datasets_terracepacels/siamese_terrace_70/IMG20260424110406.jpg,raw_datasets_terracepacels/siamese_terrace_70/IMG20260424110418.jpg,1
raw_datasets_terracepacels/siamese_terrace_7/IMG20260423173219.jpg,raw_datasets_terracepacels/siamese_terrace_45/IMG20260424102043.jpg,0
raw_datasets_terracepacels/siamese_terrace_84/IMG20260424112456.jpg,raw_datasets_terracepacels/siamese_terrace_75/IMG20260424110938.jpg,0
raw_datasets_terracepacels/siamese_terrace_85/IMG20260424112542.jpg,raw_datasets_terracepacels/siamese_terrace_84/IMG20260424112511.jpg,0
raw_datasets_terracepacels/siamese_terrace_41/IMG20260424101333.jpg,raw_datasets_terracepacels/siamese_terrace_41/IMG20260424101349.jpg,1
raw_datasets_terracepacels/siamese_terrace_53/IMG20260424103036.jpg,raw_datasets_terracepacels/siamese_terrace_33/IMG20260423181345.jpg,0
raw_datasets_terracepacels/siamese_terrace_1/IMG20260423172324.jpg,raw_datasets_terracepacels/siamese_terrace_1/IMG20260423172352.jpg,1
raw_datasets_terracepacels/siamese_terrace_51/IMG20260424102919.jpg,raw_datasets_terracepacels/siamese_terrace_79/IMG20260424111321.jpg,0
raw_datasets_terracepacels/siamese_terrace_91/IMG20260424113100.jpg,raw_datasets_terracepacels/siamese_terrace_88/IMG20260424112835.jpg,0
raw_datasets_terracepacels/siamese_terrace_89/IMG20260424112941.jpg,raw_datasets_terracepacels/siamese_terrace_55/IMG20260424103533.jpg,0
raw_datasets_terracepacels/siamese_terrace_5/IMG20260423172959.jpg,raw_datasets_terracepacels/siamese_terrace_13/IMG20260423174826.jpg,0
raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102443.jpg,raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102458.jpg,1
raw_datasets_terracepacels/siamese_terrace_95/IMG20260424113352.jpg,raw_datasets_terracepacels/siamese_terrace_90/IMG20260424113011.jpg,0
raw_datasets_terracepacels/siamese_terrace_73/IMG20260424110801.jpg,raw_datasets_terracepacels/siamese_terrace_31/IMG20260423181047.jpg,0
raw_datasets_terracepacels/siamese_terrace_91/IMG20260424113053.jpg,raw_datasets_terracepacels/siamese_terrace_65/IMG20260424105655.jpg,0
raw_datasets_terracepacels/siamese_terrace_3/IMG20260423172551.jpg,raw_datasets_terracepacels/siamese_terrace_38/IMG20260424101037.jpg,0
raw_datasets_terracepacels/siamese_terrace_87/IMG20260424112811.jpg,raw_datasets_terracepacels/siamese_terrace_87/IMG20260424112819.jpg,1
raw_datasets_terracepacels/siamese_terrace_42/IMG20260424101557.jpg,raw_datasets_terracepacels/siamese_terrace_42/IMG20260424101606.jpg,1
raw_datasets_terracepacels/siamese_terrace_39/IMG20260424101146.jpg,raw_datasets_terracepacels/siamese_terrace_66/IMG20260424105818.jpg,0
raw_datasets_terracepacels/siamese_terrace_91/IMG20260424113053.jpg,raw_datasets_terracepacels/siamese_terrace_93/IMG20260424113222.jpg,0
raw_datasets_terracepacels/siamese_terrace_77/IMG20260424111139.jpg,raw_datasets_terracepacels/siamese_terrace_22/IMG20260423175721.jpg,0
raw_datasets_terracepacels/siamese_terrace_15/IMG20260423175006.jpg,raw_datasets_terracepacels/siamese_terrace_3/IMG20260423172535.jpg,0
raw_datasets_terracepacels/siamese_terrace_20/IMG20260423175504.jpg,raw_datasets_terracepacels/siamese_terrace_12/IMG20260423174726.jpg,0
raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102436.jpg,raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102458.jpg,1
raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111159.jpg,raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111227.jpg,1
raw_datasets_terracepacels/siamese_terrace_48/IMG20260424102300.jpg,raw_datasets_terracepacels/siamese_terrace_48/IMG20260424102306.jpg,1
raw_datasets_terracepacels/siamese_terrace_19/IMG20260423175419.jpg,raw_datasets_terracepacels/siamese_terrace_19/IMG20260423175432.jpg,1
raw_datasets_terracepacels/siamese_terrace_1/IMG20260423172343.jpg,raw_datasets_terracepacels/siamese_terrace_31/IMG20260423181038.jpg,0
raw_datasets_terracepacels/siamese_terrace_13/IMG20260423174812.jpg,raw_datasets_terracepacels/siamese_terrace_13/IMG20260423174816.jpg,1
raw_datasets_terracepacels/siamese_terrace_22/IMG20260423175721.jpg,raw_datasets_terracepacels/siamese_terrace_22/IMG20260423175727.jpg,1
raw_datasets_terracepacels/siamese_terrace_33/IMG20260423181336.jpg,raw_datasets_terracepacels/siamese_terrace_33/IMG20260423181349.jpg,1
raw_datasets_terracepacels/siamese_terrace_89/IMG20260424112927.jpg,raw_datasets_terracepacels/siamese_terrace_89/IMG20260424112941.jpg,1
raw_datasets_terracepacels/siamese_terrace_94/IMG20260424113253.jpg,raw_datasets_terracepacels/siamese_terrace_94/IMG20260424113300.jpg,1
raw_datasets_terracepacels/siamese_terrace_1/IMG20260423172338.jpg,raw_datasets_terracepacels/siamese_terrace_30/IMG20260423181004.jpg,0
raw_datasets_terracepacels/siamese_terrace_54/IMG20260424103337.jpg,raw_datasets_terracepacels/siamese_terrace_59/IMG20260424104308.jpg,0
raw_datasets_terracepacels/siamese_terrace_26/IMG20260423180006.jpg,raw_datasets_terracepacels/siamese_terrace_73/IMG20260424110751.jpg,0
raw_datasets_terracepacels/siamese_terrace_87/IMG20260424112802.jpg,raw_datasets_terracepacels/siamese_terrace_76/IMG20260424111022.jpg,0
raw_datasets_terracepacels/siamese_terrace_14/IMG20260423174902.jpg,raw_datasets_terracepacels/siamese_terrace_30/IMG20260423181007.jpg,0
raw_datasets_terracepacels/siamese_terrace_17/IMG20260423175314.jpg,raw_datasets_terracepacels/siamese_terrace_17/IMG20260423175319.jpg,1
raw_datasets_terracepacels/siamese_terrace_55/IMG20260424103541.jpg,raw_datasets_terracepacels/siamese_terrace_40/IMG20260424101227.jpg,0
raw_datasets_terracepacels/siamese_terrace_84/IMG20260424112449.jpg,raw_datasets_terracepacels/siamese_terrace_91/IMG20260424113108.jpg,0
raw_datasets_terracepacels/siamese_terrace_56/IMG20260424103727.jpg,raw_datasets_terracepacels/siamese_terrace_56/IMG20260424103747.jpg,1
raw_datasets_terracepacels/siamese_terrace_42/IMG20260424101606.jpg,raw_datasets_terracepacels/siamese_terrace_42/IMG20260424101611.jpg,1
raw_datasets_terracepacels/siamese_terrace_8/IMG20260423173622.jpg,raw_datasets_terracepacels/siamese_terrace_7/IMG20260423173219.jpg,0
raw_datasets_terracepacels/siamese_terrace_94/IMG20260424113300.jpg,raw_datasets_terracepacels/siamese_terrace_40/IMG20260424101227.jpg,0
raw_datasets_terracepacels/siamese_terrace_79/IMG20260424111338.jpg,raw_datasets_terracepacels/siamese_terrace_81/IMG20260424111430.jpg,0
raw_datasets_terracepacels/siamese_terrace_86/IMG20260424112656.jpg,raw_datasets_terracepacels/siamese_terrace_85/IMG20260424112542.jpg,0
raw_datasets_terracepacels/siamese_terrace_49/IMG20260424102436.jpg,raw_datasets_terracepacels/siamese_terrace_35/IMG20260423181528.jpg,0
raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110146.jpg,raw_datasets_terracepacels/siamese_terrace_69/IMG20260424110203.jpg,1
raw_datasets_terracepacels/siamese_terrace_87/IMG20260424112802.jpg,raw_datasets_terracepacels/siamese_terrace_8/IMG20260423173622.jpg,0
raw_datasets_terracepacels/siamese_terrace_33/IMG20260423181329.jpg,raw_datasets_terracepacels/siamese_terrace_10/IMG20260423173821.jpg,0
raw_datasets_terracepacels/siamese_terrace_66/IMG20260424105829.jpg,raw_datasets_terracepacels/siamese_terrace_66/IMG20260424105835.jpg,1
raw_datasets_terracepacels/siamese_terrace_77/IMG20260424111120.jpg,raw_datasets_terracepacels/siamese_terrace_77/IMG20260424111139.jpg,1
raw_datasets_terracepacels/siamese_terrace_22/IMG20260423175721.jpg,raw_datasets_terracepacels/siamese_terrace_23/IMG20260423175820.jpg,0
raw_datasets_terracepacels/siamese_terrace_33/IMG20260423181349.jpg,raw_datasets_terracepacels/siamese_terrace_50/IMG20260424102608.jpg,0
raw_datasets_terracepacels/siamese_terrace_13/IMG20260423174812.jpg,raw_datasets_terracepacels/siamese_terrace_67/IMG20260424105911.jpg,0
raw_datasets_terracepacels/siamese_terrace_50/IMG20260424102601.jpg,raw_datasets_terracepacels/siamese_terrace_93/IMG20260424113234.jpg,0
raw_datasets_terracepacels/siamese_terrace_48/IMG20260424102306.jpg,raw_datasets_terracepacels/siamese_terrace_48/IMG20260424102315.jpg,1
raw_datasets_terracepacels/siamese_terrace_5/IMG20260423172945.jpg,raw_datasets_terracepacels/siamese_terrace_5/IMG20260423172959.jpg,1
raw_datasets_terracepacels/siamese_terrace_76/IMG20260424111022.jpg,raw_datasets_terracepacels/siamese_terrace_23/IMG20260423175804.jpg,0
raw_datasets_terracepacels/siamese_terrace_17/IMG20260423175308.jpg,raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112417.jpg,0
raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112407.jpg,raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112417.jpg,1
raw_datasets_terracepacels/siamese_terrace_51/IMG20260424102904.jpg,raw_datasets_terracepacels/siamese_terrace_4/IMG20260423172859.jpg,0
raw_datasets_terracepacels/siamese_terrace_9/IMG20260423173721.jpg,raw_datasets_terracepacels/siamese_terrace_9/IMG20260423173730.jpg,1
raw_datasets_terracepacels/siamese_terrace_30/IMG20260423181007.jpg,raw_datasets_terracepacels/siamese_terrace_30/IMG20260423181024.jpg,1
raw_datasets_terracepacels/siamese_terrace_37/IMG20260424100955.jpg,raw_datasets_terracepacels/siamese_terrace_37/IMG20260424101003.jpg,1
raw_datasets_terracepacels/siamese_terrace_44/IMG20260424101815.jpg,raw_datasets_terracepacels/siamese_terrace_44/IMG20260424101827.jpg,1
raw_datasets_terracepacels/siamese_terrace_22/IMG20260423175721.jpg,raw_datasets_terracepacels/siamese_terrace_35/IMG20260423181521.jpg,0
raw_datasets_terracepacels/siamese_terrace_13/IMG20260423174812.jpg,raw_datasets_terracepacels/siamese_terrace_10/IMG20260423173827.jpg,0
raw_datasets_terracepacels/siamese_terrace_76/IMG20260424111038.jpg,raw_datasets_terracepacels/siamese_terrace_40/IMG20260424101251.jpg,0
raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181555.jpg,raw_datasets_terracepacels/siamese_terrace_36/IMG20260423181617.jpg,1
raw_datasets_terracepacels/siamese_terrace_42/IMG20260424101557.jpg,raw_datasets_terracepacels/siamese_terrace_83/IMG20260424112424.jpg,0
raw_datasets_terracepacels/siamese_terrace_40/IMG20260424101245.jpg,raw_datasets_terracepacels/siamese_terrace_58/IMG20260424104214.jpg,0
raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111208.jpg,raw_datasets_terracepacels/siamese_terrace_78/IMG20260424111218.jpg,1
raw_datasets_terracepacels/siamese_terrace_30/IMG20260423181007.jpg,raw_datasets_terracepacels/siamese_terrace_86/IMG20260424112702.jpg,0
raw_datasets_terracepacels/siamese_terrace_25/IMG20260423175926.jpg,raw_datasets_terracepacels/siamese_terrace_81/IMG20260424111437.jpg,0
raw_datasets_terracepacels/siamese_terrace_85/IMG20260424112536.jpg,raw_datasets_terracepacels/siamese_terrace_81/IMG20260424111453.jpg,0
raw_datasets_terracepacels/siamese_terrace_50/IMG20260424102555.jpg,raw_datasets_terracepacels/siamese_terrace_50/IMG20260424102622.jpg,1
raw_datasets_terracepacels/siamese_terrace_14/IMG20260423174902.jpg,raw_datasets_terracepacels/siamese_terrace_14/IMG20260423174918.jpg,1
raw_datasets_terracepacels/siamese_terrace_95/IMG20260424113335.jpg,raw_datasets_terracepacels/siamese_terrace_95/IMG20260424113341.jpg,1
raw_datasets_terracepacels/siamese_terrace_25/IMG20260423175935.jpg,raw_datasets_terracepacels/siamese_terrace_25/IMG20260423175950.jpg,1
